sentence,label,gpt3_label,chatGPT_labels
"The national study of more than 140,000 women between the ages of 66 and 89 appears online February 5, 2013, in the Journal of the National Cancer Institute.",0,0,3
One in 20 cases of pre eclampsia may be linked to air pollutant,1,0,3
"One in every 20 cases of the serious condition of pregnancy, pre-eclampsia, may be linked to increased levels of the air pollutant ozone during the first three months, suggests a large study published in the online journal BMJ Open.",1,3,1
"Mothers with asthma may be more vulnerable, the findings indicate.",1,0,3
Research finds targeted screening for hepatitis C is cost effective,3,1,1
"These findings, published in the April 24, 2013, online edition of the journal Clinical Infectious Diseases, indicate that targeted screening for chronic hepatitis C virus infection is cost-effective when the prevalence of hepatitis C in a population exceeds 0.84 percent (84/10,000).",3,3,1
Older bikers 3 times as likely to be seriously injured in crashes as younger peers,1,3,3
"Older bikers are up to three times as likely to be seriously injured in a crash as younger motor bike enthusiasts, indicates US research published online in Injury Prevention.",1,3,3
"The findings are a cause for concern, because of the increasing popularity of motor bike ownership among older adults, and their increasing tendency to be involved in a crash, warn the authors.",0,0,1
Cardiovascular risk may remain for treated Cushing s disease patients,1,0,0
"Even after successful treatment, patients with Cushing's disease  who were older when diagnosed or had prolonged exposure to excess cortisol face a greater risk of dying or developing cardiovascular disease, according to a recent study accepted for publication in The Endocrine Society's Journal of Clinical Endocrinology & Metabolism (JCEM).",1,3,3
Cushing's disease is a rare condition where the body is exposed to excess cortisol - a stress hormone produced in the adrenal gland - for long periods of time.,0,0,0
Sitting time associated with increased risk of chronic diseases,1,3,3
"The more you sit, the higher your risk of chronic diseases.",1,3,3
"Kansas State University researcher Richard Rosenkranz, assistant professor of human nutrition, examined the associations of sitting time and chronic diseases in middle-aged Australian males in a study that is published in the International Journal of Behavioral Nutrition and Physical Activity.",1,3,3
Physicians  belief about obesity causes impacts advice and care,3,0,0
The findings are from a new study led by researchers at the Johns Hopkins Bloomberg School of Public Health who compared the relationship between primary care physicians' beliefs about the causes of obesity with the frequency of nutritional counseling.,0,3,3
Lung cancer set to overtake breast cancer as the main cause of cancer deaths among European women,0,0,1
In the UK and Poland it has already overtaken breast cancer as the main cause of cancer deaths in women.,0,0,3
The Centers for Disease Control and Prevention estimate that about 1 in 88 children in the U.S. have been identified with an Autism Spectrum Disorder (ASD).,0,3,0
Do blood thinners   stroke treatment   danger  Study indicates the risk is low,1,0,3
Millions of Americans take aspirin or other drugs every day to reduce their risk of heart attacks or other problems caused by blood clots.,0,0,0
"But when one of them suffers a stroke caused by a clot in their brain, some emergency teams might hesitate to give a powerful clot-busting medication called tPA -- for fear that the combination of drugs might cause dangerous brain bleeding.",0,0,0
People with severe psoriasis nearly twice at risk for diabetes,1,0,3
"An analysis of 27 studies linking psoriasis in 314,000 individuals with diabetes has found strong correlation between the scaly skin rash and the blood sugar disorder that predisposes patients to heart disease, say UC Davis researchers who led the review.",1,3,3
"The findings appear in an article titled ""Psoriasis and the risk of diabetes: a systematic review and meta-analysis,"" which is now online in the Archives of Dermatology.",0,0,1
Smoking bans linked with  successive reductions  in preterm birth,1,3,1
The study supports the notion that smoking bans have public health benefits from early life.,3,1,1
It is well established that smoking during pregnancy impairs the growth of an unborn child and shortens gestation.,0,1,1
